well,od,time
F 2,0.0476,24003.30
F 2,0.0461,25203.30
F 2,0.0472,26403.30
F 2,0.0477,27603.30
F 2,0.0476,28803.30
F 2,0.0478,30003.30
F 2,0.0468,31203.30
F 2,0.0467,32403.30
F 2,0.0472,33603.30
F 2,0.0465,34803.30
F 2,0.0472,36003.30
F 2,0.0476,37203.30
F 2,0.0470,38403.30
F 2,0.0465,39603.30
F 2,0.0470,40803.30
F 2,0.0471,42003.30
F 2,0.0468,43203.30
F 2,0.0470,44403.30
F 2,0.0462,45603.30
F 2,0.0476,46803.30
F 2,0.0462,48003.30
F 2,0.0461,49203.30
F 2,0.0466,50403.30
F 2,0.0464,51603.30
F 2,0.0455,52803.30
F 2,0.0465,54003.30
F 2,0.0457,55203.30
F 2,0.0468,56403.30
F 2,0.0471,57603.30
F 2,0.0463,58803.30
F 2,0.0462,60003.30
F 2,0.0463,61203.30
F 2,0.0461,62403.30
F 2,0.0457,63603.30
F 2,0.0462,64803.30
F 2,0.0464,66003.30
F 2,0.0459,67203.30
F 2,0.0463,68403.30
F 2,0.0453,69603.30
F 2,0.0455,70803.30
F 2,0.0462,72003.30
F 3,0.0485,3.30
F 3,0.0496,1203.29
F 3,0.0472,2403.29
F 3,0.0472,3603.29
F 3,0.0475,4803.29
F 3,0.0478,6003.29
F 3,0.0488,7203.29
F 3,0.0478,8403.29
F 3,0.0481,9603.29
F 3,0.0486,10803.29
F 3,0.0486,12003.29
F 3,0.0476,13203.29
F 3,0.0479,14403.29
F 3,0.0482,15603.29
F 3,0.0475,16803.29
F 3,0.0474,18003.29
F 3,0.0478,19203.29
F 3,0.0485,20403.29
F 3,0.0472,21603.29
F 3,0.0489,22803.29
F 3,0.0479,24003.29
F 3,0.0475,25203.29
F 3,0.0479,26403.29
F 3,0.0482,27603.29
F 3,0.0486,28803.29
F 3,0.0485,30003.29
F 3,0.0482,31203.29
F 3,0.0479,32403.29
F 3,0.0483,33603.29
F 3,0.0469,34803.29
F 3,0.0481,36003.29
F 3,0.0484,37203.29
F 3,0.0478,38403.29
F 3,0.0478,39603.29
F 3,0.0481,40803.29
F 3,0.0488,42003.29
F 3,0.0470,43203.29
F 3,0.0478,44403.29
F 3,0.0478,45603.29
F 3,0.0476,46803.29
F 3,0.0479,48003.29
F 3,0.0475,49203.29
F 3,0.0483,50403.29
F 3,0.0475,51603.29
F 3,0.0479,52803.29
F 3,0.0487,54003.29
F 3,0.0467,55203.29
F 3,0.0481,56403.29
F 3,0.0484,57603.29
F 3,0.0479,58803.29
F 3,0.0474,60003.29
F 3,0.0475,61203.29
F 3,0.0476,62403.29
F 3,0.0478,63603.29
F 3,0.0468,64803.29
F 3,0.0472,66003.29
F 3,0.0476,67203.29
F 3,0.0483,68403.29
F 3,0.0471,69603.29
F 3,0.0465,70803.29
F 3,0.0470,72003.29
F 4,0.0485,3.28
F 4,0.0496,1203.27
F 4,0.0486,2403.27
F 4,0.0485,3603.27
F 4,0.0476,4803.27
F 4,0.0489,6003.27
F 4,0.0496,7203.27
F 4,0.0485,8403.27
F 4,0.0488,9603.27
F 4,0.0487,10803.27
F 4,0.0487,12003.27
F 4,0.0489,13203.27
F 4,0.0484,14403.27
F 4,0.0496,15603.27
F 4,0.0496,16803.27
F 4,0.0484,18003.27
F 4,0.0483,19203.27
F 4,0.0491,20403.27
F 4,0.0493,21603.27
F 4,0.0497,22803.27
F 4,0.0499,24003.27
F 4,0.0493,25203.27
F 4,0.0497,26403.27
F 4,0.0499,27603.27
F 4,0.0494,28803.27
F 4,0.0496,30003.27
F 4,0.0486,31203.27
F 4,0.0491,32403.27
F 4,0.0494,33603.27
F 4,0.0482,34803.27
F 4,0.0493,36003.27
F 4,0.0497,37203.27
F 4,0.0490,38403.27
F 4,0.0493,39603.27
F 4,0.0493,40803.27
F 4,0.0492,42003.27
F 4,0.0485,43203.27
F 4,0.0489,44403.27
F 4,0.0492,45603.27
F 4,0.0483,46803.27
F 4,0.0482,48003.27
F 4,0.0481,49203.27
F 4,0.0490,50403.27
F 4,0.0486,51603.27
F 4,0.0482,52803.27
F 4,0.0488,54003.27
F 4,0.0486,55203.27
F 4,0.0494,56403.27
F 4,0.0486,57603.27
F 4,0.0492,58803.27
F 4,0.0493,60003.27
F 4,0.0488,61203.27
F 4,0.0486,62403.27
F 4,0.0484,63603.27
F 4,0.0488,64803.27
F 4,0.0490,66003.27
F 4,0.0493,67203.27
F 4,0.0497,68403.27
F 4,0.0488,69603.27
F 4,0.0482,70803.27
F 4,0.0488,72003.27
F 5,0.0499,3.26
F 5,0.0503,1203.25
F 5,0.0493,2403.25
F 5,0.0489,3603.25
F 5,0.0486,4803.25
F 5,0.0496,6003.25
F 5,0.0501,7203.25
F 5,0.0489,8403.25
F 5,0.0496,9603.25
F 5,0.0496,10803.25
F 5,0.0499,12003.25
F 5,0.0499,13203.25
F 5,0.0494,14403.25
F 5,0.0500,15603.25
F 5,0.0496,16803.25
F 5,0.0484,18003.25
F 5,0.0485,19203.25
F 5,0.0491,20403.25
F 5,0.0494,21603.25
F 5,0.0506,22803.25
F 5,0.0496,24003.25
F 5,0.0492,25203.25
F 5,0.0500,26403.25
F 5,0.0502,27603.25
F 5,0.0499,28803.25
F 5,0.0500,30003.25
F 5,0.0495,31203.25
F 5,0.0493,32403.25
F 5,0.0499,33603.25
F 5,0.0498,34803.25
F 5,0.0500,36003.25
F 5,0.0505,37203.25
F 5,0.0499,38403.25
F 5,0.0499,39603.25
F 5,0.0495,40803.25
F 5,0.0497,42003.25
F 5,0.0497,43203.25
F 5,0.0489,44403.25
F 5,0.0496,45603.25
F 5,0.0495,46803.25
F 5,0.0482,48003.25
F 5,0.0493,49203.25
F 5,0.0498,50403.25
F 5,0.0490,51603.25
F 5,0.0491,52803.25
F 5,0.0495,54003.25
F 5,0.0490,55203.25
F 5,0.0495,56403.25
F 5,0.0501,57603.25
F 5,0.0498,58803.25
F 5,0.0495,60003.25
F 5,0.0487,61203.25
F 5,0.0494,62403.25
F 5,0.0486,63603.25
F 5,0.0494,64803.25
F 5,0.0496,66003.25
F 5,0.0492,67203.25
F 5,0.0499,68403.25
F 5,0.0495,69603.25
F 5,0.0487,70803.25
F 5,0.0493,72003.25
F 6,0.0479,3.24
F 6,0.0483,1203.23
F 6,0.0476,2403.23
F 6,0.0471,3603.23
F 6,0.0467,4803.23
F 6,0.0478,6003.23
F 6,0.0483,7203.23
F 6,0.0472,8403.23
F 6,0.0477,9603.23
F 6,0.0472,10803.23
F 6,0.0478,12003.23
F 6,0.0470,13203.23
F 6,0.0472,14403.23
F 6,0.0481,15603.23
F 6,0.0472,16803.23
F 6,0.0466,18003.23
F 6,0.0462,19203.23
F 6,0.0481,20403.23
F 6,0.0473,21603.23
F 6,0.0482,22803.23
F 6,0.0473,24003.23
F 6,0.0470,25203.23
F 6,0.0483,26403.23
F 6,0.0477,27603.23
F 6,0.0485,28803.23
F 6,0.0480,30003.23
F 6,0.0479,31203.23
F 6,0.0484,32403.23
F 6,0.0487,33603.23
F 6,0.0487,34803.23
F 6,0.0491,36003.23
F 6,0.0499,37203.23
F 6,0.0499,38403.23
F 6,0.0517,39603.23
F 6,0.0533,40803.23
F 6,0.0572,42003.23
F 6,0.0609,43203.23
F 6,0.0686,44403.23
F 6,0.0735,45603.23
F 6,0.0850,46803.23
F 6,0.1010,48003.23
F 6,0.1230,49203.23
F 6,0.1430,50403.23
F 6,0.1510,51603.23
F 6,0.1710,52803.23
F 6,0.1810,54003.23
F 6,0.2090,55203.23
F 6,0.2380,56403.23
F 6,0.2710,57603.23
F 6,0.3120,58803.23
F 6,0.4150,60003.23
F 6,0.5050,61203.23
F 6,0.6100,62403.23
F 6,0.6850,63603.23
F 6,0.7390,64803.23
F 6,0.8000,66003.23
F 6,0.8360,67203.23
F 6,0.8610,68403.23
F 6,0.8780,69603.23
F 6,0.8900,70803.23
F 6,0.9030,72003.23
F 7,0.0483,3.22
F 7,0.0501,1203.21
F 7,0.0490,2403.21
F 7,0.0487,3603.21
F 7,0.0478,4803.21
F 7,0.0493,6003.21
F 7,0.0497,7203.21
F 7,0.0485,8403.21
F 7,0.0481,9603.21
F 7,0.0490,10803.21
F 7,0.0492,12003.21
F 7,0.0486,13203.21
F 7,0.0488,14403.21
F 7,0.0491,15603.21
F 7,0.0482,16803.21
F 7,0.0482,18003.21
F 7,0.0480,19203.21
F 7,0.0492,20403.21
F 7,0.0488,21603.21
F 7,0.0491,22803.21
F 7,0.0492,24003.21
F 7,0.0493,25203.21
F 7,0.0492,26403.21
F 7,0.0496,27603.21
F 7,0.0496,28803.21
F 7,0.0496,30003.21
F 7,0.0495,31203.21
F 7,0.0489,32403.21
F 7,0.0494,33603.21
F 7,0.0491,34803.21
F 7,0.0492,36003.21
F 7,0.0496,37203.21
F 7,0.0495,38403.21
F 7,0.0490,39603.21
F 7,0.0483,40803.21
F 7,0.0489,42003.21
F 7,0.0488,43203.21
F 7,0.0491,44403.21
F 7,0.0485,45603.21
F 7,0.0495,46803.21
F 7,0.0488,48003.21
F 7,0.0487,49203.21
F 7,0.0492,50403.21
F 7,0.0487,51603.21
F 7,0.0484,52803.21
F 7,0.0493,54003.21
F 7,0.0482,55203.21
F 7,0.0495,56403.21
F 7,0.0499,57603.21
F 7,0.0493,58803.21
F 7,0.0484,60003.21
F 7,0.0479,61203.21
F 7,0.0492,62403.21
F 7,0.0478,63603.21
F 7,0.0495,64803.21
F 7,0.0496,66003.21
F 7,0.0488,67203.21
F 7,0.0491,68403.21
F 7,0.0481,69603.21
F 7,0.0484,70803.21
F 7,0.0486,72003.21
F 8,0.0483,3.21
F 8,0.0490,1203.20
F 8,0.0480,2403.20
F 8,0.0470,3603.20
F 8,0.0475,4803.20
F 8,0.0485,6003.20
F 8,0.0488,7203.20
F 8,0.0481,8403.20
F 8,0.0489,9603.20
F 8,0.0484,10803.20
F 8,0.0485,12003.20
F 8,0.0490,13203.20
F 8,0.0496,14403.20
F 8,0.0491,15603.20
F 8,0.0484,16803.20
F 8,0.0476,18003.20
F 8,0.0481,19203.20
F 8,0.0490,20403.20
F 8,0.0487,21603.20
F 8,0.0490,22803.20
F 8,0.0486,24003.20
F 8,0.0489,25203.20
F 8,0.0487,26403.20
F 8,0.0494,27603.20
F 8,0.0494,28803.20
F 8,0.0485,30003.20
F 8,0.0493,31203.20
F 8,0.0489,32403.20
F 8,0.0485,33603.20
F 8,0.0483,34803.20
F 8,0.0491,36003.20
F 8,0.0496,37203.20
F 8,0.0482,38403.20
F 8,0.0483,39603.20
F 8,0.0484,40803.20
F 8,0.0488,42003.20
F 8,0.0489,43203.20
F 8,0.0485,44403.20
F 8,0.0475,45603.20
F 8,0.0490,46803.20
F 8,0.0476,48003.20
F 8,0.0479,49203.20
F 8,0.0494,50403.20
F 8,0.0472,51603.20
F 8,0.0474,52803.20
F 8,0.0484,54003.20
F 8,0.0478,55203.20
F 8,0.0483,56403.20
F 8,0.0493,57603.20
F 8,0.0483,58803.20
F 8,0.0486,60003.20
F 8,0.0472,61203.20
F 8,0.0488,62403.20
F 8,0.0476,63603.20
F 8,0.0480,64803.20
F 8,0.0485,66003.20
F 8,0.0476,67203.20
F 8,0.0486,68403.20
F 8,0.0488,69603.20
F 8,0.0475,70803.20
F 8,0.0482,72003.20
F 9,0.0491,3.19
F 9,0.0497,1203.18
F 9,0.0498,2403.18
F 9,0.0489,3603.18
F 9,0.0485,4803.18
F 9,0.0491,6003.18
F 9,0.0508,7203.18
F 9,0.0485,8403.18
F 9,0.0495,9603.18
F 9,0.0496,10803.18
F 9,0.0496,12003.18
F 9,0.0492,13203.18
F 9,0.0493,14403.18
F 9,0.0494,15603.18
F 9,0.0488,16803.18
F 9,0.0486,18003.18
F 9,0.0487,19203.18
F 9,0.0491,20403.18
F 9,0.0497,21603.18
F 9,0.0502,22803.18
F 9,0.0491,24003.18
F 9,0.0494,25203.18
F 9,0.0497,26403.18
F 9,0.0507,27603.18
F 9,0.0494,28803.18
F 9,0.0499,30003.18
F 9,0.0497,31203.18
F 9,0.0493,32403.18
F 9,0.0503,33603.18
F 9,0.0491,34803.18
F 9,0.0495,36003.18
F 9,0.0500,37203.18
F 9,0.0489,38403.18
F 9,0.0486,39603.18
F 9,0.0481,40803.18
F 9,0.0496,42003.18
F 9,0.0495,43203.18
F 9,0.0486,44403.18
F 9,0.0485,45603.18
F 9,0.0490,46803.18
F 9,0.0485,48003.18
F 9,0.0489,49203.18
F 9,0.0498,50403.18
F 9,0.0494,51603.18
F 9,0.0487,52803.18
F 9,0.0490,54003.18
F 9,0.0481,55203.18
F 9,0.0499,56403.18
F 9,0.0502,57603.18
F 9,0.0489,58803.18
F 9,0.0490,60003.18
F 9,0.0482,61203.18
F 9,0.0490,62403.18
F 9,0.0493,63603.18
F 9,0.0488,64803.18
F 9,0.0497,66003.18
F 9,0.0497,67203.18
F 9,0.0498,68403.18
F 9,0.0502,69603.18
F 9,0.0510,70803.18
F 9,0.0530,72003.18
F 10,0.0488,3.17
F 10,0.0501,1203.16
F 10,0.0486,2403.16
F 10,0.0482,3603.16
F 10,0.0479,4803.16
F 10,0.0483,6003.16
F 10,0.0493,7203.16
F 10,0.0493,8403.16
F 10,0.0485,9603.16
F 10,0.0491,10803.16
F 10,0.0494,12003.16
F 10,0.0485,13203.16
F 10,0.0492,14403.16
F 10,0.0497,15603.16
F 10,0.0491,16803.16
F 10,0.0484,18003.16
F 10,0.0487,19203.16
F 10,0.0495,20403.16
F 10,0.0490,21603.16
F 10,0.0492,22803.16
F 10,0.0490,24003.16
F 10,0.0485,25203.16
F 10,0.0485,26403.16
F 10,0.0496,27603.16
F 10,0.0490,28803.16
F 10,0.0491,30003.16
F 10,0.0490,31203.16
F 10,0.0482,32403.16
F 10,0.0494,33603.16
F 10,0.0486,34803.16
F 10,0.0488,36003.16
F 10,0.0495,37203.16
F 10,0.0493,38403.16
F 10,0.0493,39603.16
F 10,0.0483,40803.16
F 10,0.0488,42003.16
F 10,0.0492,43203.16
F 10,0.0495,44403.16
F 10,0.0494,45603.16
F 10,0.0509,46803.16
F 10,0.0505,48003.16
F 10,0.0517,49203.16
F 10,0.0544,50403.16
F 10,0.0565,51603.16
F 10,0.0607,52803.16
F 10,0.0661,54003.16
F 10,0.0727,55203.16
F 10,0.0856,56403.16
F 10,0.1000,57603.16
F 10,0.1240,58803.16
F 10,0.1420,60003.16
F 10,0.1500,61203.16
F 10,0.1730,62403.16
F 10,0.1790,63603.16
F 10,0.1920,64803.16
F 10,0.2040,66003.16
F 10,0.2130,67203.16
F 10,0.2400,68403.16
F 10,0.2880,69603.16
F 10,0.2960,70803.16
F 10,0.3350,72003.16
F 11,0.0495,3.15
F 11,0.0493,1203.14
F 11,0.0492,2403.14
F 11,0.0491,3603.14
F 11,0.0482,4803.14
F 11,0.0492,6003.14
F 11,0.0498,7203.14
F 11,0.0487,8403.14
F 11,0.0496,9603.14
F 11,0.0502,10803.14
F 11,0.0503,12003.14
F 11,0.0492,13203.14
F 11,0.0488,14403.14
F 11,0.0502,15603.14
F 11,0.0495,16803.14
F 11,0.0489,18003.14
F 11,0.0481,19203.14
F 11,0.0495,20403.14
F 11,0.0487,21603.14
F 11,0.0487,22803.14
F 11,0.0479,24003.14
F 11,0.0486,25203.14
F 11,0.0489,26403.14
F 11,0.0490,27603.14
F 11,0.0493,28803.14
F 11,0.0488,30003.14
F 11,0.0491,31203.14
F 11,0.0490,32403.14
F 11,0.0478,33603.14
F 11,0.0484,34803.14
F 11,0.0482,36003.14
F 11,0.0485,37203.14
F 11,0.0485,38403.14
F 11,0.0481,39603.14
F 11,0.0474,40803.14
F 11,0.0480,42003.14
F 11,0.0480,43203.14
F 11,0.0479,44403.14
F 11,0.0471,45603.14
F 11,0.0481,46803.14
F 11,0.0476,48003.14
F 11,0.0467,49203.14
F 11,0.0472,50403.14
F 11,0.0469,51603.14
F 11,0.0460,52803.14
F 11,0.0479,54003.14
F 11,0.0465,55203.14
F 11,0.0476,56403.14
F 11,0.0475,57603.14
F 11,0.0465,58803.14
F 11,0.0464,60003.14
F 11,0.0461,61203.14
F 11,0.0468,62403.14
F 11,0.0463,63603.14
F 11,0.0469,64803.14
F 11,0.0465,66003.14
F 11,0.0467,67203.14
F 11,0.0463,68403.14
F 11,0.0466,69603.14
F 11,0.0457,70803.14
F 11,0.0456,72003.14
F 12,0.0487,3.13
F 12,0.0491,1203.13
F 12,0.0474,2403.13
F 12,0.0475,3603.13
F 12,0.0473,4803.13
F 12,0.0481,6003.13
F 12,0.0485,7203.13
F 12,0.0472,8403.13
F 12,0.0475,9603.13
F 12,0.0477,10803.13
F 12,0.0480,12003.13
F 12,0.0477,13203.13
F 12,0.0470,14403.13
F 12,0.0478,15603.13
F 12,0.0472,16803.13
F 12,0.0468,18003.13
F 12,0.0465,19203.13
F 12,0.0477,20403.13
F 12,0.0463,21603.13
F 12,0.0474,22803.13
F 12,0.0462,24003.13
F 12,0.0459,25203.13
F 12,0.0463,26403.13
F 12,0.0466,27603.13
F 12,0.0465,28803.13
F 12,0.0459,30003.13
F 12,0.0460,31203.13
F 12,0.0462,32403.13
F 12,0.0462,33603.13
F 12,0.0451,34803.13
F 12,0.0457,36003.13
F 12,0.0459,37203.13
F 12,0.0448,38403.13
F 12,0.0451,39603.13
F 12,0.0449,40803.13
F 12,0.0453,42003.13
F 12,0.0444,43203.13
F 12,0.0439,44403.13
F 12,0.0440,45603.13
F 12,0.0445,46803.13
F 12,0.0432,48003.13
F 12,0.0435,49203.13
F 12,0.0440,50403.13
F 12,0.0426,51603.13
F 12,0.0421,52803.13
F 12,0.0423,54003.13
F 12,0.0423,55203.13
F 12,0.0417,56403.13
F 12,0.0415,57603.13
F 12,0.0409,58803.13
F 12,0.0411,60003.13
F 12,0.0393,61203.13
F 12,0.0394,62403.13
F 12,0.0387,63603.13
F 12,0.0398,64803.13
F 12,0.0403,66003.13
F 12,0.0395,67203.13
F 12,0.0387,68403.13
F 12,0.0424,69603.13
F 12,0.0427,70803.13
F 12,0.0441,72003.13
G 1,0.0486,3.76
G 1,0.0492,1203.75
G 1,0.0485,2403.75
G 1,0.0477,3603.75
G 1,0.0469,4803.75
G 1,0.0483,6003.75
G 1,0.0490,7203.75
G 1,0.0479,8403.75
G 1,0.0479,9603.75
G 1,0.0479,10803.75
G 1,0.0487,12003.75
G 1,0.0481,13203.75
G 1,0.0482,14403.75
G 1,0.0484,15603.75
G 1,0.0469,16803.75
G 1,0.0470,18003.75
G 1,0.0471,19203.75
G 1,0.0478,20403.75
G 1,0.0472,21603.75
G 1,0.0480,22803.75
G 1,0.0467,24003.75
G 1,0.0471,25203.75
G 1,0.0472,26403.75
G 1,0.0476,27603.75
G 1,0.0471,28803.75
G 1,0.0468,30003.75
G 1,0.0466,31203.75
G 1,0.0464,32403.75
G 1,0.0470,33603.75
G 1,0.0463,34803.75
G 1,0.0464,36003.75
G 1,0.0473,37203.75
G 1,0.0464,38403.75
G 1,0.0466,39603.75
G 1,0.0452,40803.75
G 1,0.0454,42003.75
G 1,0.0449,43203.75
G 1,0.0455,44403.75
G 1,0.0454,45603.75
G 1,0.0459,46803.75
G 1,0.0448,48003.75
G 1,0.0455,49203.75
G 1,0.0459,50403.75
G 1,0.0448,51603.75
G 1,0.0437,52803.75
G 1,0.0445,54003.75
G 1,0.0435,55203.75
G 1,0.0442,56403.75
G 1,0.0441,57603.75
G 1,0.0437,58803.75
G 1,0.0435,60003.75
G 1,0.0427,61203.75
G 1,0.0433,62403.75
G 1,0.0425,63603.75
G 1,0.0416,64803.75
G 1,0.0423,66003.75
G 1,0.0410,67203.75
G 1,0.0403,68403.75
G 1,0.0397,69603.75
G 1,0.0391,70803.75
G 1,0.0397,72003.75
G 2,0.0495,3.78
G 2,0.0502,1203.77
G 2,0.0480,2403.77
G 2,0.0480,3603.77
G 2,0.0483,4803.77
G 2,0.0489,6003.77
G 2,0.0495,7203.77
G 2,0.0478,8403.77
G 2,0.0488,9603.77
G 2,0.0492,10803.77
G 2,0.0493,12003.77
G 2,0.0481,13203.77
G 2,0.0485,14403.77
G 2,0.0490,15603.77
G 2,0.0489,16803.77
G 2,0.0481,18003.77
G 2,0.0478,19203.77
G 2,0.0484,20403.77
G 2,0.0485,21603.77
G 2,0.0497,22803.77
G 2,0.0482,24003.77
G 2,0.0482,25203.77
G 2,0.0483,26403.77
G 2,0.0493,27603.77
G 2,0.0487,28803.77
G 2,0.0486,30003.77
G 2,0.0487,31203.77
G 2,0.0475,32403.77
G 2,0.0488,33603.77
G 2,0.0478,34803.77
G 2,0.0480,36003.77
G 2,0.0477,37203.77
G 2,0.0472,38403.77
G 2,0.0481,39603.77
G 2,0.0473,40803.77
G 2,0.0482,42003.77
G 2,0.0480,43203.77
G 2,0.0479,44403.77
G 2,0.0476,45603.77
G 2,0.0479,46803.77
G 2,0.0470,48003.77
G 2,0.0473,49203.77
G 2,0.0485,50403.77
G 2,0.0474,51603.77
G 2,0.0467,52803.77
G 2,0.0478,54003.77
G 2,0.0465,55203.77
G 2,0.0474,56403.77
G 2,0.0476,57603.77
G 2,0.0473,58803.77
G 2,0.0467,60003.77
G 2,0.0470,61203.77
G 2,0.0471,62403.77
G 2,0.0462,63603.77
G 2,0.0466,64803.77
G 2,0.0468,66003.77
G 2,0.0473,67203.77
G 2,0.0468,68403.77
G 2,0.0463,69603.77
G 2,0.0469,70803.77
G 2,0.0471,72003.77
G 3,0.0493,3.80
G 3,0.0502,1203.79
G 3,0.0488,2403.79
G 3,0.0494,3603.79
G 3,0.0483,4803.79
G 3,0.0501,6003.79
G 3,0.0508,7203.79
G 3,0.0487,8403.79
G 3,0.0497,9603.79
G 3,0.0497,10803.79
G 3,0.0501,12003.79
G 3,0.0493,13203.79
G 3,0.0496,14403.79
G 3,0.0501,15603.79
G 3,0.0499,16803.79
G 3,0.0494,18003.79
G 3,0.0491,19203.79
G 3,0.0498,20403.79
G 3,0.0505,21603.79
G 3,0.0503,22803.79
G 3,0.0487,24003.79
G 3,0.0489,25203.79
G 3,0.0492,26403.79
G 3,0.0500,27603.79
G 3,0.0492,28803.79
G 3,0.0499,30003.79
G 3,0.0496,31203.79
G 3,0.0489,32403.79
G 3,0.0496,33603.79
G 3,0.0498,34803.79
G 3,0.0497,36003.79
G 3,0.0495,37203.79
G 3,0.0491,38403.79
G 3,0.0499,39603.79
G 3,0.0496,40803.79
G 3,0.0497,42003.79
G 3,0.0489,43203.79
G 3,0.0500,44403.79
G 3,0.0487,45603.79
G 3,0.0494,46803.79
G 3,0.0491,48003.79
G 3,0.0502,49203.79
G 3,0.0502,50403.79
G 3,0.0490,51603.79
G 3,0.0481,52803.79
G 3,0.0501,54003.79
G 3,0.0485,55203.79
G 3,0.0493,56403.79
G 3,0.0493,57603.79
G 3,0.0490,58803.79
G 3,0.0490,60003.79
G 3,0.0483,61203.79
G 3,0.0497,62403.79
G 3,0.0488,63603.79
G 3,0.0490,64803.79
G 3,0.0490,66003.79
G 3,0.0491,67203.79
G 3,0.0494,68403.79
G 3,0.0486,69603.79
G 3,0.0477,70803.79
G 3,0.0481,72003.79
G 4,0.0510,3.81
G 4,0.0516,1203.81
G 4,0.0505,2403.81
G 4,0.0506,3603.81
G 4,0.0501,4803.81
G 4,0.0504,6003.81
G 4,0.0513,7203.81
G 4,0.0513,8403.81
G 4,0.0499,9603.81
G 4,0.0509,10803.81
G 4,0.0513,12003.81
G 4,0.0506,13203.81
G 4,0.0501,14403.81
G 4,0.0513,15603.81
G 4,0.0511,16803.81
G 4,0.0501,18003.81
G 4,0.0506,19203.81
G 4,0.0521,20403.81
G 4,0.0505,21603.81
G 4,0.0521,22803.81
G 4,0.0515,24003.81
G 4,0.0513,25203.81
G 4,0.0522,26403.81
G 4,0.0541,27603.81
G 4,0.0548,28803.81
G 4,0.0566,30003.81
G 4,0.0591,31203.81
G 4,0.0629,32403.81
G 4,0.0696,33603.81
G 4,0.0794,34803.81
G 4,0.0952,36003.81
G 4,0.1270,37203.81
G 4,0.1750,38403.81
G 4,0.1810,39603.81
G 4,0.2010,40803.81
G 4,0.2100,42003.81
G 4,0.2220,43203.81
G 4,0.2420,44403.81
G 4,0.2560,45603.81
G 4,0.2810,46803.81
G 4,0.3090,48003.81
G 4,0.3720,49203.81
G 4,0.4070,50403.81
G 4,0.4700,51603.81
G 4,0.5640,52803.81
G 4,0.6720,54003.81
G 4,0.7550,55203.81
G 4,0.8500,56403.81
G 4,0.9000,57603.81
G 4,0.9260,58803.81
G 4,0.9390,60003.81
G 4,0.9430,61203.81
G 4,0.9470,62403.81
G 4,0.9500,63603.81
G 4,0.9520,64803.81
G 4,0.9520,66003.81
G 4,0.9500,67203.81
G 4,0.9470,68403.81
G 4,0.9440,69603.81
G 4,0.9400,70803.81
G 4,0.9380,72003.81
G 5,0.0501,3.83
G 5,0.0499,1203.82
G 5,0.0492,2403.82
G 5,0.0492,3603.82
G 5,0.0492,4803.82
G 5,0.0501,6003.82
G 5,0.0496,7203.82
G 5,0.0490,8403.82
G 5,0.0494,9603.82
G 5,0.0491,10803.82
G 5,0.0502,12003.82
G 5,0.0496,13203.82
G 5,0.0486,14403.82
G 5,0.0490,15603.82
G 5,0.0489,16803.82
G 5,0.0487,18003.82
G 5,0.0489,19203.82
G 5,0.0502,20403.82
G 5,0.0494,21603.82
G 5,0.0500,22803.82
G 5,0.0497,24003.82
G 5,0.0493,25203.82
G 5,0.0488,26403.82
G 5,0.0501,27603.82
G 5,0.0500,28803.82
G 5,0.0492,30003.82
G 5,0.0497,31203.82
G 5,0.0490,32403.82
G 5,0.0494,33603.82
G 5,0.0498,34803.82
G 5,0.0492,36003.82
G 5,0.0504,37203.82
G 5,0.0501,38403.82
G 5,0.0501,39603.82
G 5,0.0491,40803.82
G 5,0.0506,42003.82
G 5,0.0505,43203.82
G 5,0.0499,44403.82
G 5,0.0502,45603.82
G 5,0.0516,46803.82
G 5,0.0502,48003.82
G 5,0.0523,49203.82
G 5,0.0545,50403.82
G 5,0.0550,51603.82
G 5,0.0570,52803.82
G 5,0.0607,54003.82
G 5,0.0654,55203.82
G 5,0.0768,56403.82
G 5,0.0940,57603.82
G 5,0.1320,58803.82
G 5,0.1760,60003.82
G 5,0.2200,61203.82
G 5,0.2470,62403.82
G 5,0.2880,63603.82
G 5,0.3350,64803.82
G 5,0.4090,66003.82
G 5,0.4720,67203.82
G 5,0.5420,68403.82
G 5,0.6510,69603.82
G 5,0.7280,70803.82
G 5,0.7560,72003.82
G 6,0.0500,3.85
G 6,0.0497,1203.84
G 6,0.0497,2403.84
G 6,0.0490,3603.84
G 6,0.0482,4803.84
G 6,0.0500,6003.84
G 6,0.0495,7203.84
G 6,0.0490,8403.84
G 6,0.0490,9603.84
G 6,0.0493,10803.84
G 6,0.0495,12003.84
G 6,0.0496,13203.84
G 6,0.0490,14403.84
G 6,0.0500,15603.84
G 6,0.0491,16803.84
G 6,0.0489,18003.84
G 6,0.0487,19203.84
G 6,0.0496,20403.84
G 6,0.0495,21603.84
G 6,0.0496,22803.84
G 6,0.0487,24003.84
G 6,0.0494,25203.84
G 6,0.0488,26403.84
G 6,0.0500,27603.84
G 6,0.0502,28803.84
G 6,0.0496,30003.84
G 6,0.0492,31203.84
G 6,0.0497,32403.84
G 6,0.0490,33603.84
G 6,0.0488,34803.84
G 6,0.0498,36003.84
G 6,0.0500,37203.84
G 6,0.0498,38403.84
G 6,0.0493,39603.84
G 6,0.0484,40803.84
G 6,0.0496,42003.84
G 6,0.0494,43203.84
G 6,0.0497,44403.84
G 6,0.0488,45603.84
G 6,0.0493,46803.84
G 6,0.0486,48003.84
G 6,0.0495,49203.84
G 6,0.0496,50403.84
G 6,0.0494,51603.84
